firstName,lastName,reason,reasonDetail,sessionDate,transferredVoteTo
Карганбек Садыкович,Самаков,,,,-
Бахадыр Искакович,Сулейманов,,,,-
Каныбек,Осмоналиев,,,,-
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,06-07.02.2013г.,-
Жыргалбек Алимбаевич,Саматов,,,,-
Назарали Турдалиевич,Арипов,,,,&nbsp;
Эгемберди,Эрматов,,,,З.Алымбекову
Джаныш Камчыбекович,Кудайбергенов,,,,-
Нарынбек,Молдобаев,,,,Р.Шин
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,06-07.02.2013г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Эсенгул Байдалиевич,Исаков,На похоронах,,07.02.2013г.,-
Эркинбек Джумабаевич,Алымбеков,В командировке,Южная Корея,30-31.01.2013г.,Ө.Текебаеву
Каныбек Капашович,Иманалиев,В командировке,Турция,30-31.01.2013г.,-
Жылдызкан Айтибаевна,Джолдошева,,,,М.Абдылдаеву
Алмазбек Баатырбекович,Баатырбеков,,,,-
Турсунбай,Бакир уулу,,,,-
Максат Эсенович,Сабиров,,,,У.Аманбаевой
Бахадыр Искакович,Сулайманов,,,,-
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,30-31.01.2013г.,-
Жоомарт Рахатович,Сапарбаев,,,,Б.Калмаматову
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,30-31.01.2013г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Заирбек Сулайманович,Жоошбеков,В командировке,Ошская обл.,31.01.2013г.,Ч.Турсунбекову
Эгемберди Эрматович,Эрматов,По состоянию здоровья,,31.01.2013г.,З.Алымбекову
Малик Калылович,Осмонов,В командировке,Ошская обл.,23.01.2013г.,Н.Мурашеву
Курманбек Эргешевич,Осмонов,По состоянию здоровья,,23.01.2013г.,М.Абдылдаеву
Нурлан Надирович,Торобеков,,,,К.Рыспаеву
Алмазбек Баатырбекович,Баатырбеков,На похоронах,,23.01.2013г.,Э.Джумалиевой
Омурбек Мирзараимович,Бакиров,В связи с семейными обстоятельствами,,23.01.2013г.,-
Марат Абдыразакович,Султанов,В командировке,Германия,23-24.01.2013г.,Б.Сулайманову
Тынчтык Урайимович,Шайназаров,В командировке,Ошская обл.,23-24.01.2013г.,-
Бакыт Эргешевич,Торобаев,В командировке,Жалал-Абадская обл.,23-24.01.2013г.,-
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,23-24.01.2013г.,-
Жоомарт Рахатович,Сапарбаев,,,,Н.Никитенко
Камчыбек Кыдыршаевич,Ташиев,По уважительным причинам,,23-24.01.2013г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Жылдызкан Айтибаевна,Джолдошева,В командировке,Ошская обл.,24.01.2013г.,М.Абдылдаеву
Эгемберди Эрматович,Эрматов,В командировке,г.Екатеринбург,24.01.2013г.,З.Алымбекову
Асия Айтбаевна,Сасыкбаева,В командировке,Российская Федерация,24.01.2013г.,Ө.Текебаеву
Нургазы Абдыраевич,Айдаров,По состоянию здоровья,,16.01.2013г.,Д.Джумабекову
Элмурат Авдувапович,Обдунов,На поминках,,16-17.01.2013г.,-
Анарбек Баратович,Калматов,В командировке,Турция,16-17.01.2013г.,-
Марат Абдыразакович,Султанов,В командировке,Германия,16-17.01.2013г.,Б.Сулайманову
Азамат Абдуллажанович,Арапбаев,В командировке,Ошская обл.,16-17.01.2013г.,У.Чолпонбаеву
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,16-17.01.2013г.,-
Кенжебек Сатымкулович,Бокоев,,,,М.Сабирову
Камчыбек Кыдыршаевич,Ташиев,По уважительным причинам,,16-17.01.2013г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Эсенгул Байдалиевич,Исаков,На похоронах близких родственников,,29.12.2012г.,Т.Узакбаеву
Максат Эсенович,Сабиров,,,,У.Аманбаевой
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,29.12.2012г.,-
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,29.12.2012г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Чолпон Аалыевна,Султанбекова,В командировке,Баткенская обл.,26.12.2012г.,А.Сулайманову
Абдулатип Маматасанович,Режавалиев,В командировке,Жалал-Абадская обл.,26.12.2012г.,Э.Джумалиевой
Алмазбек Баатырбекович,Баатырбеков,В командировке,Нарынская обл.,26-27.12.2012г.,К.Исаеву
Нурлан Чолпонбаевич,Сулайманов,По состоянию здоровья,,26-27.12.2012г.,-
Майрамгул Бекчороевна,Тиленчиева,,,,К.Иманалиеву
Ширин Чынгызовна,Айтматова,,,,-
Абдимуталип Калдарбаевич,Кочкорбаев,,,,Ж.Жолдошовой
Акылбек Шакирович,Султанов,,,,Т.Зулпукарову
Мамытбай Маткабылович,Салымбеков,,,,Э.Иманкожоевой
Камчыбек Кыдыршаевич,Ташиев,По уважительной причине,,26-27.12.2012г.,А.Келдибекову
Садыр Нургожоевич,Жапаров,,,,-
Талант Турдумаматович,Мамытов,,,,-
Нариман Ташболотович,Тюлеев,,,,-
Каныбек Капашович,Иманалиев,В командировке,г.Москва,19-20.12.2012г.,М.Тиленчиевой
